scientificName_Parasite 	Authority	scientificName_Host	Location	PROVINCE
Paradiscogaster macrostomus	(Shimazu & Kamegai, 1990)        	Ostracion meleagris	Australia: Coast of Queensland	Northeast Australian Shelf
Paradiscogaster ostracii	(Yamaguti, 1934)          	Ostracion meleagris	Hawaiian coast	Hawaii
Paradiscogaster ostracii	(Yamaguti, 1934)          	Ostracion meleagris	Australia: Coast of Queensland	Northeast Australian Shelf
Bianium hemistoma	(Ozaki, 1928)          	Ostracion cubicus	Australia: Coast of Queensland	Northeast Australian Shelf
Paradiscogaster macrostomus	(Shimazu & Kamegai, 1990)        	Ostracion cubicus	Australia: Coast of Queensland	Northeast Australian Shelf
Discogastroides ostracii	(Yamaguti, 1934)          	Ostracion cubicus	Australia: Coast of Queensland	Northeast Australian Shelf
Paradiscogaster ostracii	(Yamaguti, 1934)          	Ostracion cubicus	Australia: Coast of Queensland	Northeast Australian Shelf
Bianium spongiosum	Bray & Cribb, 1998        	Ostracion cubicus	Australia: Coast of Queensland	Northeast Australian Shelf
Diploproctodaeum momoaafata	Bray, Cribb & Barker, 1996        	Ostracion cubicus	Australia: Coast of Queensland	Northeast Australian Shelf
Parayamagutia ostracionis	Machida, 1971          	Ostracion cubicus	Australia: Coast of Queensland	Northeast Australian Shelf
Lepidapedoides ostichthydis	Yamaguti, 1970          	Ostichthys japonicus	Hawaiian coast	Hawaii
Transversotrema patialense	(Soparkar, 1924)          	Oreochromis niloticus	Coast of Philippines	Western Coral Triangle
Transversotrema patialense	(Soparkar, 1924)          	Oreochromis mossambicus	Coast of Philippines	Western Coral Triangle
Helicometra pulchella	(Rudolphi, 1819)          	Oplegnathus fasciatus	South China Sea	South China Sea
Opegaster oplegnathi	Wang, Wang & Zhang, 1992        	Oplegnathus fasciatus	South China Sea	South China Sea
Genolopa sparui	Shen, 1990          	Odontamblyopus rubicundus	South China Sea	South China Sea
Rhipidocotyloides tsengi	Long & Lee, 1964        	Ochetobius elongatus	South China Sea	South China Sea
Monascus filiformis	(Rudolphi, 1819)          	Nomeus gronovii	South China Sea	South China Sea
Podocotyle staffordi	Miller, 1941          	Nibea diacanthus	South China Sea	South China Sea
Pseudacaenodera nibeae	Shen, 1990          	Nibea albiflora	South China Sea	South China Sea
Pleorchis sciaenae	Yamaguti, 1938          	Nibea albiflora	South China Sea	South China Sea
Monodhelmis torpedinis	Dollfus, 1937          	Netuma thalassina	Coast of Philippines	Western Coral Triangle
Cardicola ahi	Yamaguti, 1970          	Neothunnus macropterus	Hawaiian coast	Hawaii
Monodhelmis trichofurcata	(Johnston & Angel, 1940)        	Neosilurus ater	Queensland	Northeast Australian Shelf
Monodhelmis trichofurcata	(Johnston & Angel, 1940)        	Neosilurus ater	Queensland	Northeast Australian Shelf
Lecithochirium cirrhiti	(Manter & Pritchard, 1960)        	Neoniphon sammara	Hawaiian coast	Hawaii
Hexangium sigani	Goto & Ozaki, 1929        	Neoniphon sammara	Coast of Philippines	Western Coral Triangle
Bancroftrema neoceratodi	Angel, 1966          	Neoceratodus forsteri	Queensland	Northeast Australian Shelf
Paracryptogonimus elongatus	Gu & Shen, 1979        	Nemipterus virgatus	South China Sea	South China Sea
Parahemiurus merus	(Linton, 1910)          	Nemipterus japonicus	South China Sea	South China Sea
Tetrochetus navodonis	Shen & Tong, 1984        	Navodon septentrionalis	South China Sea	South China Sea
Rhynchopharynx formionis	Shen, 1986          	Navodon septentrionalis	South China Sea	South China Sea
Preptetos cylindricus	Wang, 1989          	Navodon septentrionalis	South China Sea	South China Sea
Lecithocladium invasor	Chambers, Carlisle, Dove & Cribb, 2001        	Naso vlamingii	Australia: Coast of Queensland	Northeast Australian Shelf
Cleptodiscus bulbosus	Hanson, 1955          	Naso vlamingii	Coast of Philippines	Western Coral Triangle
Lecithocladium chingi	Manter & Pritchard, 1960        	Naso vlamingii	Australia: Coast of Queensland	Northeast Australian Shelf
Lecithocladium chingi	Manter & Pritchard, 1960        	Naso vlamingii	Coast of Philippines	Western Coral Triangle
Preptetos caballeroi	Pritchard, 1960          	Naso vlamingii	Australia: Coast of Queensland	Northeast Australian Shelf
Preptetos caballeroi	Pritchard, 1960          	Naso vlamingii	Coast of Philippines	Western Coral Triangle
Prosorchiopsis aluterae	Yamaguti, 1970          	Naso vlamingii	Coast of Philippines	Western Coral Triangle
Pseudopisthogonoporus vitellosus	(Pritchard, 1963)          	Naso unicornis	Hawaiian coast	Hawaii
Preptetos xesuri	(Yamaguti, 1940)          	Naso unicornis	Hawaiian coast	Hawaii
Preptetos laguncula	Bray & Cribb, 1996        	Naso unicornis	Australia: Coast of Queensland	Northeast Australian Shelf
